1	1	5	963352800
2	1	5	963352800
3	1	5	963352800
4	1	4	963352800
5	1	4	963352800
6	1	5	963612000
7	1	4	964476000
8	1	4	964735200
9	1	3	965253600
10	1	4	965599200
11	1	5	965685600
12	1	3	966981600
13	1	5	967154400
14	1	3	967672800
15	1	3	968018400
16	1	4	977353200
17	1	5	977526000
18	1	5	968104800
19	1	5	980377200
20	1	4	980463600
21	1	1	982796400
22	1	4	983660400
23	1	5	983660400
24	1	4	968277600
25	1	4	1001973600
26	1	5	1002837600
27	1	5	1004914800
28	1	4	968536800
29	1	5	1046473200
30	1	4	1066514400
31	1	5	1075676400
32	1	5	1081375200
33	1	2	1097964000
34	1	5	968968800
35	1	5	1154296800
36	1	5	1181599200
37	1	3	969487200
38	1	4	969573600
39	1	5	1263855600
40	1	4	1275343200
41	1	4	1279404000
42	1	5	969832800
43	1	5	970005600
44	1	4	970178400
45	1	5	963180000
46	1	2	963266400
47	2	4	964044000
48	2	5	1074380400
49	2	4	1074639600
50	2	5	1077836400
51	2	5	1082584800
52	2	3	1084312800
53	2	5	1095372000
54	2	4	1106089200
55	2	4	1107903600
56	2	5	1136242800
57	2	4	1149372000
58	2	4	1159480800
59	2	4	1184364000
60	2	4	1209592800
61	2	5	1210111200
62	2	5	1326668400
63	3	3	975884400
64	3	4	976057200
65	3	3	977007600
66	3	3	977439600
67	3	3	977439600
68	3	2	978303600
69	3	3	991087200
70	3	4	991173600
71	3	3	992469600
72	3	4	992728800
73	3	2	995839200
74	3	2	1001541600
75	4	4	963957600
76	4	2	964303200
77	4	4	964562400
78	4	5	964735200
79	4	3	965167200
80	4	5	965253600
81	4	2	965426400
82	4	5	965599200
83	4	4	965685600
84	4	5	965858400
85	4	2	965858400
86	4	2	965944800
87	4	3	965944800
12	4	4	966031200
88	4	2	966204000
89	4	5	966376800
90	4	5	977698800
44	4	5	978130800
91	4	4	978994800
92	4	2	984351600
93	4	3	988149600
19	4	5	988322400
94	4	5	988581600
95	4	5	1003528800
96	4	5	1015542000
97	4	1	1079650800
98	4	4	1080597600
99	4	4	1110409200
100	4	4	1142982000
40	4	3	1282946400
101	5	5	965685600
102	5	4	967759200
103	5	5	1122069600
104	5	5	1136934000
105	5	5	1179266400
106	5	3	1234566000
24	6	5	964044000
107	6	4	984524400
108	6	5	1011394800
35	6	5	1088460000
109	6	5	1234825200
62	6	5	1306188000
110	7	3	1087423200
111	8	5	964476000
110	8	5	1098482400
112	9	5	978994800
113	9	4	982278000
114	9	5	983487600
115	9	2	1005174000
116	10	4	964476000
117	10	5	965340000
118	10	5	1061244000
39	10	5	1306101600
119	10	4	1311976800
120	11	5	961020000
121	11	5	963784800
24	11	5	964303200
122	11	5	961624800
101	11	5	965599200
101	11	4	965599200
123	11	5	965772000
123	11	5	965772000
123	11	5	965772000
124	11	5	967586400
125	11	5	977266800
17	11	5	977526000
126	11	5	978649200
127	11	5	978822000
127	11	5	978822000
128	11	5	979599600
129	11	4	980636400
130	11	5	981414000
131	11	5	982450800
132	11	4	986162400
133	11	5	991519200
134	11	5	995925600
135	11	1	997480800
136	11	4	1001368800
137	11	5	1001455200
138	11	5	1004396400
139	11	5	1071010800
140	11	5	1101078000
141	11	2	1101250800
142	11	4	1107212400
143	11	4	1114466400
144	11	3	1140476400
145	11	5	1171494000
146	11	5	1198018800
147	11	4	1233874800
148	11	5	1276380000
122	11	5	962834400
149	11	2	971992800
150	12	4	963698400
151	12	4	963784800
